Site Name,Site ID,Circuit Purpose,DSR Provider,DSR Provider (Normalized),ARIN Provider,ARIN Provider (Normalized),Match Status,Match Score,Match Reason,DSR Speed,DSR Cost,DSR IP,Matched WAN Port,WAN1 IP,WAN1 ARIN Provider,WAN2 IP,WAN2 ARIN Provider
ILC 11,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 35.0M,,,WAN1 (Provider Match),96.74.196.161,Comcast,166.180.159.148,Verizon
ILC 12,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 35.0M,,,WAN1 (Provider Match),96.68.37.73,Comcast,166.246.93.70,Verizon
ILC 13,ILC 13,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.90.104.229,WAN1,96.90.104.229,Comcast,107.80.166.156,AT&T
ILC 14,ILC 14,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.72.69.113,WAN1,96.72.69.113,Comcast,99.43.120.17,AT&T
ILC 14,ILC 14 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.43.120.17,WAN2,96.72.69.113,Comcast,99.43.120.17,AT&T
ILC 15,ILC 15- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,172.125.39.129,WAN1,172.125.39.129,AT&T,96.74.202.21,Comcast
ILC 16,ILC 16,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.254.12.245,WAN1,50.254.12.245,Comcast,107.80.186.104,AT&T
ILC 17,ILC 17,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,162.17.19.41,WAN2,162.197.251.173,AT&T,162.17.19.41,Comcast
ILC 17,ILC 17 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,162.197.251.169,WAN1 (Provider Match),162.197.251.173,AT&T,162.17.19.41,Comcast
ILC 18,ILC 18- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,107.200.191.1,WAN1,107.200.191.1,AT&T,96.74.204.97,Comcast
ILC 19,ILC 19- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,162.229.147.233,WAN1,162.229.147.233,AT&T,96.74.149.133,Comcast
ILC 21,ILC 21,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,45.20.166.73,WAN1,45.20.166.73,AT&T,96.68.15.1,Comcast
ILC 21,ILC 21 -B,Secondary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,96.68.15.1,WAN2,45.20.166.73,AT&T,96.68.15.1,Comcast
ILC 22,ILC 22,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,75.146.107.81,WAN2,75.63.66.181,AT&T,75.146.107.81,Comcast
ILC 22,ILC 22 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,75.63.66.177,WAN1 (Provider Match),75.63.66.181,AT&T,75.146.107.81,Comcast
ILC 24,ILC 24- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.223.111.1,WAN2,74.95.111.177,Comcast,108.223.111.1,AT&T
ILC 25,ILC 25,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,173.161.84.205,WAN1,173.161.84.205,Comcast,107.140.248.41,AT&T
ILC 25,ILC 25 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.140.248.41,WAN2,173.161.84.205,Comcast,107.140.248.41,AT&T
ILC 27,ILC 27,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,162.17.14.217,WAN1,162.17.14.217,Comcast,99.43.124.105,AT&T
ILC 27,ILC 27 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.43.124.105,WAN2,162.17.14.217,Comcast,99.43.124.105,AT&T
ILC 29,ILC 29- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,107.223.63.169,WAN1,107.223.63.169,AT&T,75.149.203.125,Comcast
ILC 30,ILC 30,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,173.15.49.97,WAN1,173.15.49.97,Comcast,108.91.12.81,AT&T
ILC 30,ILC 30 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.91.12.81,WAN2,173.15.49.97,Comcast,108.91.12.81,AT&T
ILC 31,ILC 31- B,Secondary,Comcast Workplace,comcast workplace,345200 DUNKIN DONUTS,345200 dunkin donuts,No Match,22,"Low similarity (scores: 11, 18, 22)",750.0M x 35.0M,$234.45,50.194.121.125,WAN1,50.194.121.125,345200 DUNKIN DONUTS,143.105.12.49,"SpaceX Services, Inc."
ILC 32,ILC 32,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.70.42.113,WAN1,96.70.42.113,Comcast,107.219.226.217,AT&T
ILC 32,ILC 32 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.219.226.217,WAN2,96.70.42.113,Comcast,107.219.226.217,AT&T
ILC 33,ILC 33,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,99.76.24.121,WAN1,99.76.24.121,AT&T,107.80.175.228,AT&T
ILC 34,ILC 34,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.233.6.49,WAN1,108.233.6.49,AT&T,96.87.104.145,Comcast
ILC 34,ILC 34 -B,Secondary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,250.0M x 25.0M,$134.45,96.87.104.145,WAN2,108.233.6.49,AT&T,96.87.104.145,Comcast
ILC 35,ILC 35,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.90.119.25,WAN1,96.90.119.25,Comcast,107.223.61.193,AT&T
ILC 35,ILC 35 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.223.61.193,WAN2,96.90.119.25,Comcast,107.223.61.193,AT&T
ILC 36,ILC 36,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,96.65.73.197,WAN1,96.65.73.197,Comcast,76.247.15.1,AT&T
ILC 36,ILC 36 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.247.15.1,WAN2,96.65.73.197,Comcast,76.247.15.1,AT&T
ILC 37,ILC 37,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.81.242.229,WAN1,96.81.242.229,Comcast,68.74.149.65,AT&T
ILC 37,ILC 37 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,68.74.149.65,WAN2,96.81.242.229,Comcast,68.74.149.65,AT&T
ILP 01,ILP 01- B,Secondary,i3 Broadband,i3 broadband,i3Broadband,i3broadband,Match,96,"Fuzzy match (scores: 96, 91, 78)",250.0M x 250.0M,$129.99,140.141.187.98,WAN1,140.141.187.98,i3Broadband,143.105.115.158,"SpaceX Services, Inc."
ILR 01,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,,,WAN1 (Provider Match),74.94.116.73,Comcast,166.195.37.234,AT&T
ILR01,ILR01,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$234.45,74.94.116.73,Unknown,,,,
ILR 02,ILR 02,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,173.9.227.189,WAN1,173.9.227.189,Comcast,129.222.62.34,"SpaceX Services, Inc."
ILS 01,ILS 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,173.15.45.97,WAN2,23.118.5.137,AT&T,173.15.45.97,Comcast
ILS 01,ILS 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,23.118.5.137,WAN1,23.118.5.137,AT&T,173.15.45.97,Comcast
ILW 01,ILW 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,600.0M x 35.0M,$172.23,68.188.19.150,WAN2,108.192.143.217,AT&T,68.188.19.150,Charter Communications
ILW 01,ILW 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.192.143.217,WAN1,108.192.143.217,AT&T,68.188.19.150,Charter Communications
ILW 02,ILW 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,97.86.173.134,WAN1,97.86.173.134,Charter Communications,107.209.44.177,AT&T
ILW 02,ILW 02- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,107.209.44.177,WAN2,97.86.173.134,Charter Communications,107.209.44.177,AT&T
ILX 01,ILX 01,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,300.0M x 30.0M,$186.18,173.165.103.213,Unknown,,,,
INC 01,INC 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.65.67.77,WAN1,96.65.67.77,Comcast,166.246.93.87,Verizon
INC 02,INC 02,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,75.150.222.109,WAN2,76.247.8.193,AT&T,75.150.222.109,Comcast
INC 02,INC 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,76.247.8.193,WAN1,76.247.8.193,AT&T,75.150.222.109,Comcast
INC 03,INC 03,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.95.113.13,WAN1,96.95.113.13,Comcast,166.246.93.101,Verizon
INE 01,INE 01,Primary,Astound,astound,RCN,rcn,No Match,40,"Low similarity (scores: 20, 40, 20)",500.0M x 20.0M,$89.95,207.180.180.10,WAN1,207.180.180.10,RCN,107.192.163.33,AT&T
INE 01,INE 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.192.163.33,WAN2,207.180.180.10,RCN,107.192.163.33,AT&T
INE 02,INE 02,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,104.181.53.201,WAN1,104.181.53.201,AT&T,98.102.32.106,Charter Communications
INE 02,INE 02 -B,Secondary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.102.32.106,WAN2,104.181.53.201,AT&T,98.102.32.106,Charter Communications
INF 03,INF 03,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,173.15.90.217,WAN2,152.117.74.243,Metronet,173.15.90.217,Comcast
INF 03,INF 03- B,Secondary,MetroNet,metronet,Metronet,metronet,Match,95,Canonical match: MetroNet,1000.0M x 1000.0M,$279.95,152.117.74.243,WAN1,152.117.74.243,Metronet,173.15.90.217,Comcast
INF 04,INF 04,Primary,GTT Ethernet,gtt ethernet,Frontier Communications,frontier communications,No Match,35,"Low similarity (scores: 29, 35, 23)",200.0M x 200.0M,$177.66,50.102.128.2,Unknown,50.102.128.90,Frontier Communications,184.18.167.18,Frontier Communications
INF 04,INF 04 -B,Secondary,EB2-Frontier Fiber,eb2-frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$245.00,184.18.167.18,WAN2,50.102.128.90,Frontier Communications,184.18.167.18,Frontier Communications
INI_00,,Primary,DSR Cincinnati Bell ADSL,dsr cincinnati bell a,Altafiber,alta,No Match,57,"Low similarity (scores: 24, 57, 24)",400.0M x 200.0M,,,Unknown,66.42.186.206,Altafiber,71.66.89.90,Charter Communications
INI_00,,Secondary,Charter Communications,charter communications,Charter Communications,charter communications,Match,100,Special case: charter <-> charter communications,600.0M x 35.0M,,,WAN2 (Provider Match),66.42.186.206,Altafiber,71.66.89.90,Charter Communications
INI 01,INI 01,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,104.4.44.153,WAN1,104.4.44.153,AT&T,96.72.229.217,Comcast
INI 01,INI 01 -B,Secondary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,96.72.229.217,WAN2,104.4.44.153,AT&T,96.72.229.217,Comcast
INI 02,INI 02,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.85.177.225,WAN2,76.194.87.57,AT&T,96.85.177.225,Comcast
INI 02,INI 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.194.87.57,WAN1,76.194.87.57,AT&T,96.85.177.225,Comcast
INI 03,INI 03- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.210.157.217,WAN1 (Provider Match),76.210.157.221,AT&T,166.184.105.189,AT&T
INI 05,INI 05- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,75.61.116.233,WAN1,75.61.116.233,AT&T,96.72.240.253,Comcast
INI 06,INI 06,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,$234.45,96.79.81.149,WAN2,76.210.155.189,AT&T,96.79.81.149,Comcast
INI 07,INI 07,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,24.123.208.98,WAN1 (Provider Match),104.137.216.220,Charter Communications,104.4.42.133,AT&T
INI 08,INI 08,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.90.27.121,WAN1,96.90.27.121,Comcast,69.223.50.153,AT&T
INI 08,INI 08 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,69.223.50.153,WAN2,96.90.27.121,Comcast,69.223.50.153,AT&T
INI 09,INI 09- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.220.40.169,WAN2,96.72.240.229,Comcast,107.220.40.169,AT&T
INI 10,INI 10,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,75.61.116.25,WAN1,75.61.116.25,AT&T,166.180.159.136,Verizon
INI 12,INI 12,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.94.237.121,WAN1,96.94.237.121,Comcast,104.63.183.177,AT&T
INI 12,INI 12 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.63.183.177,WAN2,96.94.237.121,Comcast,104.63.183.177,AT&T
INI 13,INI 13,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,50.212.144.125,WAN1,50.212.144.125,Comcast,104.58.53.105,AT&T
INI 13,INI 13 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.58.53.105,WAN2,50.212.144.125,Comcast,104.58.53.105,AT&T
INI 14,INI 14,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.94.231.173,WAN1,96.94.231.173,Comcast,166.195.41.90,AT&T
INI 15,INI 15,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,$234.45,96.82.60.17,WAN1,96.82.60.17,Comcast,99.145.255.217,AT&T
INI 15,INI 15 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.145.255.217,WAN2,96.82.60.17,Comcast,99.145.255.217,AT&T
INI 16,INI 16,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.85.176.197,WAN1,96.85.176.197,Comcast,107.201.196.105,AT&T
INI 16,INI 16 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.201.196.105,WAN2,96.85.176.197,Comcast,107.201.196.105,AT&T
INIW00,INIW00,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,300.0M x 30.0M,$186.18,50.195.198.237,Unknown,,,,
INIW00,INIW00 -B,Secondary,AT&T Broadband II,at&t,,,No Match,0,No WAN1 ARIN data,300.0M x 300.0M,$105.01,99.33.34.9,Unknown,,,,
INJ 01,INJ 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,71.66.34.26,WAN1,71.66.34.26,Charter Communications,104.49.57.121,AT&T
INJ 01,INJ 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.49.57.121,WAN2,71.66.34.26,Charter Communications,104.49.57.121,AT&T
INL 01,INL 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.82.50.57,WAN2,69.174.170.102,Metronet,96.82.50.57,Comcast
INL 01,INL 01- B,Secondary,MetroNet,metronet,Metronet,metronet,Match,95,Canonical match: MetroNet,1000.0M x 1000.0M,$269.95,69.174.170.102,WAN1,69.174.170.102,Metronet,96.82.50.57,Comcast
INN 01,INN 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.95.126.105,WAN1,96.95.126.105,Comcast,99.45.41.201,AT&T
INN 01,INN 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.45.41.201,WAN2,96.95.126.105,Comcast,99.45.41.201,AT&T
INW 01,INW 01- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,99.39.182.185,WAN1,99.39.182.185,AT&T,96.74.215.229,Comcast
INW 02,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 35.0M,,,WAN1 (Provider Match),96.72.115.9,Comcast,107.85.151.213,AT&T
INW 03,INW 03,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,173.165.49.113,WAN1,173.165.49.113,Comcast,99.39.182.113,AT&T
INW 03,INW 03 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.39.182.113,WAN2,173.165.49.113,Comcast,99.39.182.113,AT&T
KONFARA,KONFARA,Primary,Cox Business/BOI,cox business/boi,,,No Match,0,No WAN1 ARIN data,500.0M x 35.0M,$342.23,70.175.22.38,Unknown,,,,
KSK_00,,Primary,Charter Communications,charter communications,Charter Communications,charter communications,Match,100,Special case: charter <-> charter communications,600.0M x 35.0M,,,WAN1 (Provider Match),150.220.245.70,Charter Communications,76.201.157.129,AT&T
KSK_00,,Secondary,AT&T,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,,,WAN2 (Provider Match),150.220.245.70,Charter Communications,76.201.157.129,AT&T
KSK00N,KSK00N,Primary,Spectrum,spectrum,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$207.45,150.220.245.70,Unknown,,,,
KSK00N,KSK00N -B,Secondary,AT&T Broadband II,at&t,,,No Match,0,No WAN1 ARIN data,300.0M x 300.0M,$105.01,76.201.157.129,Unknown,,,,
KSK 01,KSK 01- B,Secondary,Comcast,comcast,AT&T,at&t,No Match,57,"Low similarity (scores: 36, 57, 36)",1000.0M x 1000.0M,$165.01,104.5.151.241,WAN1,104.5.151.241,AT&T,96.73.43.217,Comcast
KSK 02,KSK 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,98.100.123.146,WAN1,98.100.123.146,Charter Communications,107.207.18.41,AT&T
KSK 02,KSK 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.207.18.41,WAN2,98.100.123.146,Charter Communications,107.207.18.41,AT&T
KSK 03,KSK 03,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,74.62.160.234,WAN2,107.132.182.153,AT&T,74.62.160.234,Charter Communications
KSK 03,KSK 03 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,107.132.182.153,WAN1,107.132.182.153,AT&T,74.62.160.234,Charter Communications
KSK 04,KSK 04,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,74.62.164.206,WAN2 (Provider Match),108.195.71.212,AT&T,74.62.164.205,Charter Communications
KSK 04,KSK 04 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,NaN,WAN1 (Provider Match),108.195.71.212,AT&T,74.62.164.205,Charter Communications
KSK 05,KSK 05,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$175.56,70.88.84.245,WAN1,70.88.84.245,Comcast,104.5.145.217,AT&T
KSK 05,KSK 05 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.5.145.217,WAN2,70.88.84.245,Comcast,104.5.145.217,AT&T
