site_name,site_id,circuit_purpose,provider_name,speed,cost,gets_badge,exclusion_reason,wan1_provider,wan2_provider,wan1_arin,wan2_arin,arin_could_help
FLG 03,FLG 03 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLG 03,FLG 03,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLJ 01,FLJ 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 01,FLJ 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 02,FLJ 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 02,FLJ 02,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 03,FLJ 03,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 03,FLJ 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 05,FLJ 05,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 05,FLJ 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 06,FLJ 06- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLJ 06,FLJ 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLJ 07,FLJ 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 07,FLJ 07,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 09,FLJ 09,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Cisco Test,No
FLJ 09,FLJ 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Cisco Test,Yes
FLJ 10,FLJ 10,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 10,FLJ 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLJ 11,FLJ 11,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,Private IP,Yes
FLJ 12,FLJ 12-B,Secondary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLJ 12,FLJ 12,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLM 01,FLM 01,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
FLM 01,FLM 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
FLM 02,FLM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
FLM 02,FLM 02,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
FLO 01,FLO 01,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Verizon Business,"Charter Communications, Inc",Verizon,No
FLO 02,FLO 02,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
FLO 03,FLO 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
FLO 03,FLO 03,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
FLO 04,FLO 04,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,"Charter Communications, Inc",AT&T,No
FLO 04,FLO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,"Charter Communications, Inc",AT&T,Yes
FLO 05,FLO 05,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Starlink,Charter Communications,"SpaceX Services, Inc.",No
FLO 06,FLO 06,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,"Charter Communications, Inc",AT&T,No
FLO 06,FLO 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,"Charter Communications, Inc",AT&T,Yes
FLO 07,FLO 07,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
FLO 07,FLO 07 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
FLO 08,FLO 08,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
FLO 09,FLO 09,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
FLO 10,FLO 10,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,,Charter Communications,Private IP,No
FLO 11,FLO 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
FLO 12,FLO 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
FLO 12,FLO 12,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
FLO 13,FLO 13,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Private IP,Private IP,No
FLO 14,FLO 14- B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
FLO 14,FLO 14,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
FLO 15,FLO 15- B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
FLO 15,FLO 15,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
FLO 16,FLO 16,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
FLP 01,FLP 01- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
FLP 01,FLP 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
FLP 02,FLP 02,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,Yes,Should get badge,AT&T Broadband II,AT&T Cell,AT&T,Private IP,Yes
FLP 03,FLP 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,,AT&T,,Yes
FLP 04,FLP 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
FLP 04,FLP 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
FLS 01,FLS 01,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLS 01,FLS 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLS 02,FLS 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Accelerated,Comcast,Private IP,Yes
FLS 03,FLS 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLS 03,FLS 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
FLS 04,FLS 04 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLS 04,FLS 04,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
FLT 01,FLT 01,Primary,MetroNet,300.0M x 300.0M,129.95,Yes,Should get badge,Comcast,MetroNet,Comcast,Metronet,Yes
FLT 02,FLT 02- B,Secondary,MetroNet,300.0M x 300.0M,129.95,Yes,Should get badge,Comcast,MetroNet,Comcast,Metronet,Yes
GAA 01,GAA 01- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
GAA 03,GAA 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Private Customer - AT&T Internet Services,Comcast Workplace,AT&T,Private IP,No
GAA 05,GAA 05,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
GAA 06,GAA 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 06,GAA 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 07,GAA 07,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
GAA 08,GAA 08,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 08,GAA 08 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 11,GAA 11,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
GAA 11,GAA 11 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
GAA 14,GAA 14- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
GAA 17,GAA 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
GAA 17,GAA 17,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
GAA 19,GAA 19,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
GAA 19,GAA 19 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
GAA 22,GAA 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
GAA 24,GAA 24 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
GAA 24,GAA 24,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
GAA 25,GAA 25- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,,AT&T,Comcast,Yes
GAA 26,GAA 26 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
GAA 26,GAA 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
GAA 28,GAA 28- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
GAA 29,GAA 29,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 29,GAA 29- B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 31,GAA 31,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Verizon Business,Charter Communications,Verizon,No
GAA 32,GAA 32,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 32,GAA 32 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 33,GAA 33,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 33,GAA 33 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 34,GAA 34,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 34,GAA 34 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 35,GAA 35 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 35,GAA 35,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 36,GAA 36 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 36,GAA 36,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 37,GAA 37,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 37,GAA 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 38,GAA 38 -B,Secondary,EB2-Hargray Cable,300.0M x 30.0M,248.00,Yes,Should get badge,Cox Business/BOI,EB2-Hargray Cable,Cox Communications,"Hargray Communications Group, Inc.",Yes
GAA 38,GAA 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Hargray Cable,Cox Communications,"Hargray Communications Group, Inc.",Yes
GAA 39,GAA 39,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 39,GAA 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAA 40,GAA 40 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 40,GAA 40,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
GAA 41,GAA 41,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,,Comcast,Private IP,Yes
GAA 42,GAA 42,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,,Comcast,Private IP,Yes
GAA 43,GAA 43,Primary,Spectrum,940.0M x 35.0M,350.00,Yes,Should get badge,AT&T,Spectrum,AT&T,Charter Communications,No
GAA 43,GAA 43,Primary,Spectrum,940.0M x 35.0M,350.00,Yes,Should get badge,AT&T,Spectrum,AT&T,Charter Communications,No
GAA 44,GAA 44,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,EB2-Windstream Fiber,Comcast,Windstream Communications LLC,Yes
GAA 44,GAA 44 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,Yes,Should get badge,Comcast Workplace,EB2-Windstream Fiber,Comcast,Windstream Communications LLC,Yes
GAA 45,GAA 45 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Mediacom/BOI,AT&T,Mediacom Communications Corporation,Yes
GAA 45,GAA 45,Primary,Mediacom/BOI,300.0M x 20.0M,244.69,Yes,Should get badge,AT&T Broadband II,Mediacom/BOI,AT&T,Mediacom Communications Corporation,Yes
GAA 46,GAA 46,Primary,AT&T Broadband II,2000.0M x 2000.0M,240.04,Yes,Should get badge,Mediacom/BOI,AT&T Broadband II,Mediacom Communications Corporation,AT&T,Yes
GAA 46,GAA 46- B,Secondary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom/BOI,AT&T Broadband II,Mediacom Communications Corporation,AT&T,Yes
GAE 01,GAE 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,EB2-Hargray Cable,Comcast,"Hargray Communications Group, Inc.",Yes
GAE 01,GAE 01 -B,Secondary,EB2-Hargray Cable,300.0M x 30.0M,248.00,Yes,Should get badge,Comcast Workplace,EB2-Hargray Cable,Comcast,"Hargray Communications Group, Inc.",Yes
GAE 02,GAE 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAE 02,GAE 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAE 03,GAE 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAE 03,GAE 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
GAN 01,GAN 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Private IP,AT&T,No
GAN 01,GAN 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Private IP,AT&T,Yes
GAS 01,GAS 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Mediacom Communications Corporation,AT&T,Mediacom Communications Corporation,Yes
GAS 01,GAS 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,AT&T Broadband II,Mediacom Communications Corporation,AT&T,Mediacom Communications Corporation,Yes
IAC 01,IAC 01- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,Yes,Should get badge,Mediacom Communications Corporation,EB2-Lumen DSL,Mediacom Communications Corporation,Private IP,No
IAC 01,IAC 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,EB2-Lumen DSL,Mediacom Communications Corporation,Private IP,Yes
IAC 02,IAC 02,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,ImOn Communications,Mediacom Communications Corporation,ImOn Communications,Yes
IAC 02,IAC 02- B,Secondary,ImOn Communications,100.0M x 100.0M,199.99,Yes,Should get badge,Mediacom Communications Corporation,ImOn Communications,Mediacom Communications Corporation,ImOn Communications,Yes
IAD 01,IAD 01- B,Secondary,Metronet,300.0M x 300.0M,139.95,Yes,Should get badge,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Private IP,No
IAD 01,IAD 01,Primary,Mediacom/BOI,1000.0M x 30.0M,338.30,Yes,Should get badge,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Private IP,Yes
IAD 02,IAD 02- B,Secondary,MetroNet,1000.0M x 1000.0M,289.95,Yes,Should get badge,MetroNet,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Yes
IAD 02,IAD 02,Primary,Mediacom/BOI,300.0M x 20.0M,255.56,Yes,Should get badge,MetroNet,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Yes
IAD 03,IAD 03,Primary,EB2-Centurylink Fiber,500.0M x 100.0M,230.00,Yes,Should get badge,EB2-Centurylink Fiber,,Private IP,Private IP,No
IAD 04,IAD 04,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Metronet,Yes
IAD 04,IAD 04- B,Secondary,Metronet,300.0M x 300.0M,139.95,Yes,Should get badge,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Metronet,Yes
IAD 05,IAD 05 -B,Secondary,Metronet,300.0M x 300.0M,149.95,Yes,Should get badge,Mediacom/BOI,Metronet,Mediacom Communications Corporation,Metronet,Yes
IAD 05,IAD 05,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom/BOI,Metronet,Mediacom Communications Corporation,Metronet,Yes
IAF 01,IAF 01,Primary,Mediacom/BOI,300.0M x 20.0M,244.69,Yes,Should get badge,Fort Dodge Fiber,Mediacom Communications Corporation,Fort Dodge Fiber,Mediacom Communications Corporation,Yes
IAF 01,IAF 01- B,Secondary,Fort Dodge Fiber,250.0M x 250.0M,125.00,Yes,Should get badge,Fort Dodge Fiber,Mediacom Communications Corporation,Fort Dodge Fiber,Mediacom Communications Corporation,Yes
IAI 01,IAI 01 -B,Secondary,Metronet,300.0M x 300.0M,149.95,Yes,Should get badge,Metronet,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Yes
IAI 01,IAI 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Metronet,Mediacom Communications Corporation,Metronet,Mediacom Communications Corporation,Yes
IAN 01,IAN 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom,Cedar Falls Utilities,Mediacom Communications Corporation,"The Municipal Communications Utility of the City of Cedar Falls, Iowa",Yes
IAN 01,IAN 01 -B,Secondary,Cedar Falls Utilities,1000.0M x 1000.0M,92.50,Yes,Should get badge,Mediacom,Cedar Falls Utilities,Mediacom Communications Corporation,"The Municipal Communications Utility of the City of Cedar Falls, Iowa",No
IAN 02,IAN 02,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,Century Link/Qwest,Mediacom Communications Corporation,CenturyLink,Yes
IAN 02,IAN 02,Secondary,Century Link/Qwest,100.0M x 10.0M,189.99,Yes,Should get badge,Mediacom Communications Corporation,Century Link/Qwest,Mediacom Communications Corporation,CenturyLink,No
IAN 03,IAN 03,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,Digi,Mediacom Communications Corporation,Private IP,Yes
